Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names;NED notes;OpenNGC notes;Sources
HIP69673;*;14:15:39.7;+19:10:56;Boo;;;;1.18;-0.05;-2.25;;;;;0.0888;-1.093;-1.999;-5.19;;;;;;;;;HD 124897,HR 5340,HIP 69673,BD+19 2777,GJ 541,SAO 100944,α Boo,16 Boo;Arcturus;;;Type:1|RA:1|Dec:1|Const:99|B-Mag:2|V-Mag:2|J-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2
HIP91262;*;18:36:56.3;+38:47:01.3;Lyr;;;;0.03;0.03;;;;;;;0.1302;0.201;0.286;-13.9;;;;;;;;HD 172167,HR 7001,HIP 91262,BD+38 3238,GJ 721,SAO 67174,α Lyr,3 Lyr;Vega;;;Type:1|RA:1|Dec:1|Const:99|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2
HIP24608;*;05:16:41.4;+45:59:52.8;Aur;;;;0.88;0.08;;;;;;;0.0762;0.0755;-0.427;29.9;;;;;;;;HD 34029,HR 1708,HIP 24608,BD+45 1077,FK5 193,SAO 40186,α Aur,13 Aur;Capella;;;Type:1|RA:1|Dec:1|Const:99|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2
HIP24436;*;05:14:32.3;-08:12:05.9;Ori;;;;0.10;0.13;;;;;;;0.00378;0.00131;0.00050;17.8;;;;;;;;HD 34085,HR 1713,HIP 24436,BD-08 1063,FK5 194,SAO 131907,β Ori,19 Ori;Rigel;;;Type:1|RA:1|Dec:1|Const:99|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2
HIP37279;*;07:39:18.1;+05:13:30.0;CMi;;;;0.76;0.34;;;;;;;0.2846;-0.7146;-1.0368;-3.2;;;;;;;;HD 61421,HR 2943,HIP 37279,BD+05 1739,GJ 280,SAO 115756,α CMi,10 CMi;Procyon;;;Type:1|RA:1|Dec:1|Const:99|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2
HIP27989;*;05:55:10.3;+07:24:25.4;Ori;;;;2.35;0.50;-3.00;;-4.05;;;;0.00595;0.0264;0.0096;21.91;;;;;;;;α Ori,58 Ori,HR 2061,BD+07 1055,HD 39801,FK5 224,HIP 27989,SAO 113271;Betelgeuse;;;Type:1|RA:1|Dec:1|Const:99|B-Mag:2|V-Mag:2|J-Mag:2|K-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2
HIP97649;*;19:50:47.0;+08:52:06.0;Aql;;;;0.98;0.76;;;;;;;0.1949;0.5362;0.3853;-26.1;;;;;;;;HD 187642,HR 7557,HIP 97649,BD+08 4236,FK5 745,GJ 768,SAO 125122,α Aql,53 Aql;Altair;;;Type:1|RA:1|Dec:1|Const:99|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2
HIP21421;*;04:35:55.2;+16:30:33.5;Tau;;;;2.29;0.85;-2.095;;;;;0.04894;0.0635;-0.1889;54.26;;;;;;;;;HD 29139,HR 1457,HIP 21421,BD+16 629,GJ 171.1,SAO 94027,α Tau,87 Tau;Aldebaran;;;Type:1|RA:1|Dec:1|Const:99|B-Mag:2|V-Mag:2|J-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2
HIP65474;*;13:25:11.6;-11:09:40.8;Vir;;;;0.74;0.97;;;;;;;0.01306;-0.0424;-0.0307;1.0;;;;;;;;HD 116658,HR 5056,HIP 65474,BD-10 3672,FK5 498,SAO 157923,α Vir,67 Vir;Spica;;;Type:1|RA:1|Dec:1|Const:99|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2
HIP80763;*;16:29:24.5;-26:25:55.2;Sco;;;;2.89;1.06;;;;;;;0.00589;-0.0121;-0.0233;-3.4;;;;;;;;HD 148478,HR 6134,HIP 80763,CD-26 11359,FK5 616,SAO 184415,α Sco,21 Sco;Antares;;;Type:1|RA:1|Dec:1|Const:99|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2
HIP37826;*;07:45:18.9;+28:01:34.3;Gem;;;;2.14;1.14;;;;;;;0.0965;-0.6266;-0.0458;3.23;;;;;;;;HD 62509,HR 2990,HIP 37826,BD+28 1463,GJ 286,SAO 79666,β Gem,78 Gem;Pollux;;;Type:1|RA:1|Dec:1|Const:99|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2
HIP113368;*;22:57:39.0;-29:37:20.1;PsA;;;;1.25;1.16;;;;;;;0.1298;0.3290;-0.1647;;;;;;;;;HD 216956,HR 8728,HIP 113368,CD-30 19370,FK5 867,GJ 881,SAO 191524,α PsA,24 PsA;Fomalhaut;;;Type:1|RA:1|Dec:1|Const:99|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2
HIP102098;*;20:41:25.9;+45:16:49;Cyg;;;;1.34;1.25;;;;;;;0.00231;0.00199;0.00195;-4.5;;;;;;;;HD 197345,HR 7924,HIP 102098,BD+44 3541,FK5 777,SAO 49941,α Cyg,50 Cyg;Deneb;;;Type:1|RA:1|Dec:1|Const:99|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2
HIP49669;*;10:08:22.3;+11:58:02.0;Leo;;;;1.29;1.40;;;;;;;0.0411;-0.2487;0.00559;4.39;;;;;;;;HD 87901,HR 3982,HIP 49669,BD+12 2149,FK5 380,SAO 98967,α Leo,32 Leo;Regulus;;;Type:1|RA:1|Dec:1|Const:99|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2
HIP11767;*;02:31:49.1;+89:15:50.8;UMi;;;;2.58;1.98;;;;;;;0.00754;0.0445;-0.0119;-17;;;;;;;;HD 8890,HR 424,HIP 11767,BD+88 8,FK5 907,SAO 308,α UMi,1 UMi;Polaris;;;Type:1|RA:1|Dec:1|Const:99|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2
HIP72607;*;14:50:42.3;+74:09:19.8;UMi;;;;3.55;2.08;;;;;;;0.0249;-0.0326;0.0114;16.96;;;;;;;;HD 131873,HR 5563,HIP 72607,BD+74 595,FK5 550,SAO 8102,β UMi,7 UMi;Kochab;;;Type:1|RA:1|Dec:1|Const:99|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2
HIP7588;*;01:37:42.8;-57:14:12.3;Eri;;;;0.27;0.43;;;;;;;0.0234;0.0870;-0.0382;16;;;;;;;;HD 10144,HR 472,HIP 7588,CD-57 316,FK5 54,SAO 232481,α Eri;Achernar;;;Type:1|RA:1|Dec:1|Const:99|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2
HIP60718;*;12:26:35.9;-63:05:56.7;Cru;;;;0.50;0.76;;;;;;;0.0101;-0.0358;-0.0149;19.2;;;;;;;;HD 108248,HR 4730,HIP 60718,CPD-62 2745,FK5 462,α Cru;Acrux;;;Type:1|RA:1|Dec:1|Const:99|B-Mag:2|V-Mag:2|Pax:2|Pm-RA:2|Pm-Dec:2|RadVel:2
SH2-1;RfN;15:58:51.2;-26:07:14;Sco;150.00;150.00;;;;;;;;;;;;;;;;;;;;;SH 2-1, Sh 2-1, Sharpless 1;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|Identifiers:2
SH2-2;HII;17:04:06.6;-38:08:33;Sco;60.00;60.00;;;;;;;;;;;;;;;;;;;;;SH 2-2, Sh 2-2, Sharpless 2;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|Identifiers:2
SH2-3;HII;17:12:23.2;-38:26:51.2;Sco;12.00;;;;;;;;;;;;;;;;;;;;;;SH 2-3, Sh 2-3, Sharpless 3;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|Identifiers:2
SH2-4;HII;17:19:48.5;-39:20:19;Sco;5.00;5.00;;;14.95;;;;;;;;;;;;;;;;;;SH 2-4, Sh 2-4, Sharpless 4;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|V-Mag:2|Identifiers:2
SH2-5;HII;17:20:13;-38:29:03;Sco;100.00;100.00;;;15.6;;;;;;;;;;;;;;;;;;SH 2-5, Sh 2-5, Sharpless 5;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|V-Mag:2|Identifiers:2
SH2-7;HII;16:00:19.76;-22:57:02.31;Sco;240.00;240.00;;;18.6;;;;;;;;;;;;;;;;;;SH 2-7, Sh 2-7, Sharpless 7;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|V-Mag:2|Identifiers:2
SH2-9;HII;16:21:10.89;-25:35:22;Sco;80.00;;;;2.89;;;;;;;;;;;;;;;;;;SH 2-9, Sh 2-9, Sharpless 9;Gum 65;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|V-Mag:2|Identifiers:2
SH2-10;HII;17:19:00.01;-34:05:25.14;Sco;60.00;60.00;;;17.69;;;;;;;;;;;;;;;;;;SH 2-10, Sh 2-10, Sharpless 10;RCW 130;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|V-Mag:2|Identifiers:2
SH2-12;HII;17:35:45;-32:35:05;Sco;120.00;120.00;;;;;;;;;;;;;;;;;;;;;SH 2-12, Sh 2-12, Sharpless 12;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|Identifiers:2
SH2-13;HII;17:30:24;-31:33:09;Sco;40.00;40.00;;;;;;;;;;;;;;;;;;;;;SH 2-13, Sh 2-13, Sharpless 13;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|Identifiers:2
SH2-14;HII;17:30:18.3;-30:15:46;Sco;2.00;2.00;;;8.02;;;;;;;;;;;;;;;;;;SH 2-14, Sh 2-14, Sharpless 14;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|V-Mag:2|Identifiers:2
SH2-15;HII;17:50:30;-31:16:00;Sco;30.00;30.00;;;16.65;;;;;;;;;;;;;;;;;;SH 2-15, Sh 2-15, Sharpless 15;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|V-Mag:2|Identifiers:2
SH2-16;HII;17:46:37.2;-29:22:02;Sgr;12.00;12.00;;;15.23;;;;;;;;;;;;;;;;;;SH 2-16, Sh 2-16, Sharpless 16;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|V-Mag:2|Identifiers:2
SH2-17;HII;17:46:12;-28:51:00;Sgr;84.00;63.00;;;15.33;;;;;;;;;;;;;;;;;;SH 2-17, Sh 2-17, Sharpless 17;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|V-Mag:2|Identifiers:2
SH2-18;HII;17:48:48;-29:15:00;Sgr;4.00;4.00;;;15.51;;;;;;;;;;;;;;;;;;SH 2-18, Sh 2-18, Sharpless 18;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|V-Mag:2|Identifiers:2
SH2-19;HII;17:49:24;-29:46:13;Sgr;12.00;12.00;;;;;;;;;;;;;;;;;;;;;SH 2-19, Sh 2-19, Sharpless 19;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|Identifiers:2
SH2-20;HII;17:47:08;-28:46:30;Sgr;10.00;10.00;;;15.74;;;;;;;;;;;;;;;;;;SH 2-20, Sh 2-20, Sharpless 20;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|V-Mag:2|Identifiers:2
SH2-21;HII;17:51:42;-28:54:00;Sgr;10.00;10.00;;;12.15;;;;;;;;;;;;;;;;;;SH 2-21, Sh 2-21, Sharpless 21;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|V-Mag:2|Identifiers:2
SH2-22;HII;17:55:06;-25:01:00;Sgr;60.00;60.00;;;15.94;;;;;;;;;;;;;;;;;;SH 2-22, Sh 2-22, Sharpless 22;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|V-Mag:2|Identifiers:2
SH2-23;HII;16:13:24;-08:22:00;Sco;50.00;;;;;;;;;;;;;;;;;;;;;;SH 2-23, Sh 2-23, Sharpless 23;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|Identifiers:2
SH2-24;HII;16:11:06;-07:04:00;Oph;65.00;45.00;;;;;;;;;;;;;;;;;;;;;SH 2-24, Sh 2-24, Sharpless 24;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|Identifiers:2
SH2-27;HII;16:35:56;-12:43:05;Oph;900.00;600.00;;;17.3;;;;;;;;;;;;;;;;;;SH 2-27, Sh 2-27, Sharpless 27;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|V-Mag:2|Identifiers:2
SH2-29;HII;18:10:30.92;-23:59:54.77;Sgr;40.00;;;;;;;;;;;;;;;;;;;;;;SH 2-29, Sh 2-29, Sharpless 29;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|Identifiers:2
SH2-33;HII;15:59:54;-01:36:00;Ser;30.00;20.00;;;15.32;;;;;;;;;;;;;;;;;;SH 2-33, Sh 2-33, Sharpless 33;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|V-Mag:2|Identifiers:2
SH2-34;HII;18:06:24;-21:39:00;Sgr;130.00;40.00;;;16.73;;;;;;;;;;;;;;;;;;SH 2-34, Sh 2-34, Sharpless 34;Forgotten Nebula;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|V-Mag:2|Identifiers:2
SH2-35;HII;18:15:54;-20:15:00;Sgr;20.00;20.00;;;15.45;;;;;;;;;;;;;;;;;;SH 2-35, Sh 2-35, Sharpless 35;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|V-Mag:2|Identifiers:2
SH2-36;HII;16:05:36;+00:23:00;Ser;45.00;45.00;;;16.58;;;;;;;;;;;;;;;;;;SH 2-36, Sh 2-36, Sharpless 36;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|V-Mag:2|Identifiers:2
SH2-38;HII;18:08:51;-18:15:36;Sgr;3.00;3.00;;;10.26;;;;;;;;;;;;;;;;;;SH 2-38, Sh 2-38, Sharpless 38;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|V-Mag:2|Identifiers:2
SH2-39;HII;18:15:48;-18:14:00;Sgr;90.00;90.00;;;;;;;;;;;;;;;;;;;;;SH 2-39, Sh 2-39, Sharpless 39;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|Identifiers:2
SH2-40;HII;18:12:10;-17:42:48;Sgr;15.00;15.00;;;;;;;;;;;;;;;;;;;;;SH 2-40, Sh 2-40, Sharpless 40;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|Identifiers:2
SH2-41;HII;18:15:48;-18:14:00;Sgr;90.00;90.00;;;;;;;;;;;;;;;;;;;;;SH 2-41, Sh 2-41, Sharpless 41;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|Identifiers:2
SH2-42;PN;18:10:13;-16:47:49;Sgr;2.07;1.97;;;;;;;;;;;;;;;;;;;;;SH 2-42, Sh 2-42, Sharpless 42;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|Identifiers:2
SH2-43;HII;18:16:24;-17:31:00;Sgr;15.00;;;;;;;;;;;;;;;;;;;;;;SH 2-43, Sh 2-43, Sharpless 43;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|Identifiers:2
SH2-46;HII;18:06:06;-14:09:00;Ser;25.00;;;;;;;;;;;;;;;;;;;;;;SH 2-46, Sh 2-46, Sharpless 46;RCW 158;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|Identifiers:2
SH2-47;HII;18:17:34;-15:38:20;Ser;5.00;;;;15.73;;;;;;;;;;;;;;;;;;SH 2-47, Sh 2-47, Sharpless 47;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|V-Mag:2|Identifiers:2
SH2-48;HII;18:22:24.13;-14:35:09.17;Sct;10.00;;;;;;;;;;;;;;;;;;;;;;SH 2-48, Sh 2-48, Sharpless 48;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|Identifiers:2
SH2-50;HII;18:22:30;-14:42:42;Sct;35.00;35.00;;;;;;;;;;;;;;;;;;;;;SH 2-50, Sh 2-50, Sharpless 50;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|Identifiers:2
SH2-51;HII;18:40:46.73;-16:33:30.05;Sgr;35.00;;;;;;;;;;;;;;;;;;;;;;SH 2-51, Sh 2-51, Sharpless 51;;;VizieR-only mode: coordinates/diameter pulled from VizieR VII/20 Sharpless catalogue. Constellation derived from RA/Dec using astropy. Type/common names not filled in this mode.;Type:2|RA:2|Dec:2|MajAx:2|Identifiers:2
SH2-52;HII;19:47:46.84;-23:05:14.92;Sgr;2.00;;;;;;;;;;;;;;;;;;;;;;SH 2-52, Sh 2-52, Sharpless 52;;;VizieR-only mode: coordinates/diameter pulled from VizieR VII/20 Sharpless catalogue. Constellation derived from RA/Dec using astropy. Type/common names not filled in this mode.;Type:2|RA:2|Dec:2|MajAx:2|Identifiers:2
SH2-53;HII;18:25:14.76;-13:13:44.15;Sct;15.00;;;;;;;;;;;;;;;;;;;;;;SH 2-53, Sh 2-53, Sharpless 53;;;VizieR-only mode: coordinates/diameter pulled from VizieR VII/20 Sharpless catalogue. Constellation derived from RA/Dec using astropy. Type/common names not filled in this mode.;Type:2|RA:2|Dec:2|MajAx:2|Identifiers:2
SH2-54;HII;18:17:53.15;-11:43:48.05;Ser;140.00;140.00;;;;;;;;;;;;;;;;;;;;;SH 2-54, Sh 2-54, Sharpless 54;;;Best-effort extraction from Wikipedia infobox plus VizieR VII/20 Sharpless catalogue when available. Verify against SIMBAD when possible.;Type:2|RA:2|Dec:2|Const:99|MajAx:2|MinAx:2|Identifiers:2
